Module  ExpectedPeak    MeasuredPeak    oldFactor       Ratio           Sigma           Chi2/ndf        
W831    2105.1          2302.48         0.135314        0.914277        59.8185         2.88852         
W832    2105.2          2314.71         0.149769        0.909488        58.9394         1.19485         
W833    2105.26         2315.07         0.133861        0.909371        53.9191         0.085561        
W834    2105.26         2310.63         0.15448         0.911118        54.7649         6.02868         
W835    2105.2          2312.2          0.126422        0.910478        53.7153         1.27435         
W836    2105.1          2337.72         0.137254        0.900491        62.9031         2.42188         
W837    2104.94         2342.64         0.14207         0.898534        54.575          1.55652         
W838    2104.73         2339.03         0.151725        0.899832        50.8572         0.147348        
W839    2104.47         2327.21         0.127051        0.904289        53.6747         2.47336         
W840    2104.15         2329.61         0.136003        0.903222        57.3881         0.875177        
W841    2103.78         2342.19         0.141954        0.898213        47.1103         0.38736         
W842    2103.36         2362.17         0.14075         0.890436        34.8434         1.12996         
W843    2102.89         2316.82         0.127915        0.907662        58.0692         4.54958         
W844    2102.37         2335.31         0.142452        0.90025         51.8395         1.06306         
W845    2101.79         2303.12         0.127749        0.912583        61.5114         0.745678        
W846    2101.16         2329.71         0.118925        0.9019          25.1594         1.95            
W847    2100.48         2342.68         0.138816        0.896615        38.3295         0.400514        
W848    2099.75         2338.28         0.122304        0.897988        24.1089         1.62527         
W849    2098.97         2316.27         0.125999        0.906186        45.4524         2.10905         
W850    2098.14         2327.27         0.132913        0.901542        35.46           1.1501          
W851    2097.72         2435.28         0.156784        0.861389        26.9194         0.494658        
W852    2098.55         2337.25         0.149029        0.897875        35.6756         1.60154         
W853    2099.33         2314.58         0.129724        0.907005        43.9632         3.22151         
W854    2100.07         2299.48         0.115213        0.913281        41.8066         0.10986         
W855    2100.75         2292.24         0.12511         0.916461        52.4611         2.45597         
W856    2101.37         2334.22         0.128551        0.900248        37.328          3.91354         
W857    2101.95         2298.58         0.124954        0.914455        56.9932         0.529624        
W858    2102.47         2339.92         0.127887        0.898524        55.6137         0.415196        
W859    2102.95         2348.74         0.165361        0.895351        49.4993         2.83303         
W860    2103.37         2315.32         0.126592        0.908456        58.1409         3.74768         
W861    2103.73         2327.28         0.154297        0.903945        73.2427         0.489804        
W862    2104.05         2336.47         0.1362          0.900523        55.2655         0.784564        
W863    2104.31         2314.9          0.162124        0.909029        53.6465         1.78995         
W864    2104.52         2334.78         0.171083        0.901379        56.7646         0.974017        
W865    2104.68         2335.38         0.141936        0.901214        64.4152         2.40793         
W866    2104.78         2316.49         0.139796        0.908608        55.9025         0.22815         
W867    2104.84         2309.57         0.143161        0.911354        61.2445         0.879067        
W868    2104.84         2315.18         0.130901        0.909147        63.8842         0.577001        
W869    2104.78         2333.51         0.159488        0.901981        60.0132         0.866659        
W870    2104.68         2326.08         0.150705        0.904819        53.5428         1.1533          
W871    2104.52         2327.57         0.150236        0.904173        57.5353         0.415882        
W872    2104.31         2319.78         0.147313        0.907118        63.2488         4.98458         
W873    2104.05         2323.41         0.146113        0.905587        57.7358         0.883985        
W874    2103.73         2325.14         0.136503        0.904778        44.0266         0.218253        
W875    2103.37         2315.35         0.131543        0.908445        64.1081         1.13432         
W876    2102.95         2306.75         0.125985        0.911651        57.9415         1.78615         
W877    2102.47         2334.5          0.142787        0.900609        45.516          0.292239        
W878    2101.95         2339.58         0.139602        0.898432        24.586          3.48426         
W879    2101.37         2359            0.149477        0.890788        72.7667         4.21739         
W880    2100.75         2318.55         0.138657        0.906059        58.5098         0.760761        
W881    2100.07         2308.17         0.13253         0.90984         40.4427         2.57437         
W882    2099.33         2321.49         0.148993        0.904306        45.3362         0.331055        
W883    2098.55         2263.99         0.137817        0.926927        46.9473         0.74343         
W884    2097.72         2245.49         0.144374        0.934191        37.6927         3.56418         
W885            2097.25         2204.74         0.951248        154.382         0.537515        
W886    2098.09         2314.21         0.124383        0.90661         41.5394         2.21239         
W887    2098.87         2275.91         0.1232          0.92221         25.1468         0.91212         
W888    2099.6          2293.35         0.12187         0.915516        45.0524         2.07246         
W889    2100.28         2312.16         0.132248        0.908361        82.4798         2.86478         
W890    2100.9          2343.79         0.143623        0.896371        76.6159         4.8335          
W891    2101.48         2316.71         0.128688        0.907095        64.3722         1.88981         
W892    2102            2311.76         0.128681        0.909267        52.7878         2.30354         
W893    2102.47         2318.83         0.158103        0.906694        39.557          0.295542        
W894    2102.89         2297.87         0.152552        0.91515         59.6488         2.47262         
W895    2103.26         2336.67         0.15458         0.900109        49.3901         2.57721         
W896    2103.58         2315.04         0.163649        0.908657        57.6866         0.952884        
W897    2103.84         2322.94         0.172844        0.905679        44.0699         0.946177        
W898    2104.05         2337.01         0.170663        0.900317        43.0389         0.886336        
W899    2104.21         2340.98         0.141379        0.898858        50.6205         4.77981         
W900    2104.31         2314.39         0.145901        0.909231        66.39           0.601724        
W901    2104.36         2346.14         0.151808        0.896946        51.1679         5.1036          
W902    2104.36         2324.83         0.144134        0.905169        52.9617         1.25148         
W903    2104.31         2334.63         0.156515        0.901348        58.8011         1.7787          
W904    2104.21         2347.01         0.157803        0.896547        42.3706         1.26495         
W905    2104.05         2321.21         0.140806        0.906444        53.8735         2.36054         
W906    2103.84         2305.56         0.140104        0.912507        49.7535         1.10858         
W907    2103.58         2307.67         0.142105        0.91156         56.3089         1.15112         
W908    2103.26         2350.18         0.15723         0.894938        58.371          4.12253         
W909    2102.89         2313.9          0.131441        0.90881         47.0047         0.8339          
W910    2102.47         2308.58         0.140906        0.910723        62.9371         1.02164         
W911    2102            2328.38         0.134853        0.902776        50.6811         4.49756         
W912    2101.48         2313.61         0.1367          0.90831         73.5506         0.927372        
W913    2100.9          2329.23         0.139922        0.901972        75.125          2.38205         
W914    2100.28         2321.63         0.12292         0.904656        42.1667         4.56835         
W915    2099.6          2331.29         0.125198        0.900617        24.7342         6.07061         
W916    2098.87         2312.74         0.133045        0.907524        61.4171         0.360162        
W917    2098.09         2300.37         0.12683         0.912064        28.102          1.71868         
W918    2097.25         2360.3          0.149389        0.888555        37.3825         1.26131         
W919            2096.73         1258.57         1.66596         398.692         1               
W920    2097.57         2319.51         0.126674        0.904315        22.0028         2.16752         
W921    2098.35         4070.39         0.123838        0.515515        2.728           4.38001e-06     
W922    2099.08         2331.2          0.138052        0.900426        32.4245         0.473665        
W923    2099.75         2308.42         0.120721        0.909607        39.6846         2.00801         
W924    2100.38         2313.53         0.134218        0.907867        37.3538         0.892048        
W925    2100.96         2326            0.134319        0.903249        49.0141         0.526613        
W926    2101.48         2307.07         0.131811        0.910888        61.0616         0.725175        
W927    2101.95         2321.8          0.145973        0.90531         23.6043         0.576007        
W928    2102.37         2338.53         0.159003        0.899015        27.9977         0.380797        
W929    2102.74         2339.95         0.158902        0.898627        46.3357         1.40841         
W930    2103.05         2320            0.153943        0.906487        63.8793         1.33807         
W931    2103.31         2311.02         0.158278        0.910125        45.9141         2.73365         
W932    2103.52         2329.02         0.161031        0.90318         45.8294         2.94783         
W933    2103.68         2337.63         0.136218        0.899922        58.9111         1.39681         
W934    2103.79         2323.77         0.137721        0.905334        60.0302         2.89856         
W935    2103.84         2317.13         0.125974        0.907952        47.7098         0.845249        
W936    2103.84         2319.32         0.139033        0.907093        61.1069         0.474636        
W937    2103.79         2332.9          0.140079        0.901792        47.8428         3.18188         
W938    2103.68         2359.38         0.185227        0.891625        60.0532         2.61525         
W939    2103.52         2308.49         0.135473        0.911214        55.5123         3.07764         
W940    2103.31         2305.64         0.147925        0.912247        51.5571         0.663771        
W941    2103.05         2322.54         0.126925        0.905496        43.923          1.10091         
W942    2102.74         2344.04         0.141296        0.897055        63.0848         1.64912         
W943    2102.37         2323.36         0.138782        0.904883        54.2127         0.318934        
W944    2101.95         2325.91         0.118683        0.90371         40.0532         0.54341         
W945    2101.48         2314.82         0.123284        0.907838        44.7521         1.16795         
W946    2100.96         2312.85         0.123101        0.908384        42.8126         0.563224        
W947    2100.38         2296.05         0.126669        0.914781        48.6367         0.854071        
W948    2099.75         2319.85         0.128382        0.905124        53.469          2.70967         
W949    2099.08         2270            0.122823        0.924704        48.5004         0.399147        
W950    2098.35         2308.84         0.12037         0.908831        16.1299         3.48812         
W951    2097.57         2321.9          0.107233        0.903384        38.2234         1.10226         
W952    2096.73         2392.88         0.128033        0.876238        36.5563         0.239093        
W953            2096.16         2120.61         0.988468        214.882         0.0603571       
W954            2096.99         2286.81         0.916993        77.3145         0.753636        
W955    2097.78         2265.94         0.110412        0.925785        45.7255         1.44727         
W956    2098.5          2286.25         0.114482        0.91788         34.0359         3.01644         
W957    2099.18         2322.09         0.128198        0.904006        52.8748         0.873554        
W958    2099.81         2309.4          0.127895        0.909245        36.3136         3.06567         
W959    2100.38         2318.78         0.125311        0.905814        56.2067         0.393614        
W960    2100.91         2287.72         0.11922         0.918339        42.6831         3.30738         
W961    2101.38         2296.8          0.120555        0.914914        48.5733         1.40501         
W962    2101.8          2326.91         0.127746        0.903257        60.4842         0.571897        
W963    2102.16         2309.55         0.121068        0.910202        53.1048         5.00521         
W964    2102.48         2320.84         0.125271        0.90591         40.4013         2.10046         
W965    2102.74         2310.24         0.125255        0.910181        63.9409         0.593847        
W966    2102.95         2338.66         0.132642        0.89921         37.9513         2.92204         
W967    2103.11         2316.3          0.130989        0.907959        51.6381         1.4837          
W968    2103.21         2338.01         0.129024        0.899572        44.3384         2.2002          
W969    2103.26         2316.17         0.110947        0.908076        51.8006         2.34301         
W970    2103.26         2317.78         0.135185        0.907447        57.4585         0.779912        
W971    2103.21         2313.45         0.132337        0.909124        56.8148         1.15973         
W972    2103.11         2297.15         0.120342        0.915528        80.4337         1.84824         
W973    2102.95         2327.03         0.140038        0.903704        52.6995         3.19279         
W974    2102.74         2309.12         0.125857        0.910621        52.3592         2.96557         
W975    2102.48         2303.6          0.119041        0.912692        52.0944         0.500013        
W976    2102.16         2311.79         0.126292        0.909323        56.8858         0.788749        
W977    2101.8          2309.6          0.130926        0.910026        39.747          2.06526         
W978    2101.38         2306.54         0.131912        0.911052        48.3159         1.71356         
W979    2100.91         2298.84         0.111392        0.913897        34.7893         0.243392        
W980    2100.38         2322.8          0.131736        0.904248        42.1899         0.84102         
W981    2099.81         2330.01         0.133082        0.901202        35.3917         1.3633          
W982    2099.18         2295.58         0.129335        0.914443        38.1995         0.325472        
W983    2098.5          2283.3          0.126274        0.919067        57.137          1.60644         
W984    2097.78         2355.49         0.141513        0.890591        21.129          2.47585         
W985    2096.99         2336.66         0.124985        0.897431        48.9816         0.39974         
W986    2096.16         2322.99         0.140154        0.902357        5.16853         0.341186        
W987            2095.54         2230            0.939704        114.584         1               
W988            2096.37         2263.52         0.926155        87.5043         0.91767         
W989    2097.15         2295.11         0.11969         0.913749        46.7973         0.753183        
W990    2097.88         2294.51         0.120073        0.914305        58.8677         1.50327         
W991    2098.56         2287            0.118737        0.917604        39.32           1.27539         
W992    2099.18         2307.7          0.126671        0.909644        36.6275         0.327872        
W993    2099.76         2315.56         0.122187        0.906805        53.9638         1.10199         
W994    2100.28         2306.95         0.123406        0.910413        44.9283         1.76932         
W995    2100.75         2304.09         0.120255        0.911749        48.4574         0.443777        
W996    2101.17         2318.68         0.134245        0.906193        45.7603         0.266427        
W997    2101.53         2323.94         0.112739        0.904298        52.1151         2.95614         
W998    2101.85         2321.97         0.12321         0.905199        34.2763         0.150091        
W999    2102.11         2305.29         0.127418        0.911865        66.1655         0.477719        
W1000   2102.32         2344.08         0.133886        0.896864        33.2911         1.21481         
W1001   2102.48         2324.62         0.134439        0.904438        49.0375         1.53806         
W1002   2102.58         2348.26         0.130903        0.895379        38.8266         0.640074        
W1003   2102.63         2328.73         0.136892        0.902911        76.5882         1.10101         
W1004   2102.63         2305.84         0.130704        0.911876        52.394          6.58763         
W1005   2102.58         2297.17         0.125126        0.915294        92.7195         3.13913         
W1006   2102.48         2301.21         0.120704        0.913641        42.0012         0.505207        
W1007   2102.32         2314.34         0.130019        0.908387        48.9635         0.70096         
W1008   2102.11         2327.39         0.138694        0.903203        58.7536         3.20677         
W1009   2101.85         2311.7          0.127282        0.909224        47.195          1.12744         
W1010   2101.53         2306.66         0.119479        0.911074        51.9214         2.21935         
W1011   2101.17         2326.68         0.147139        0.903075        48.6575         4.55851         
W1012   2100.75         2320.5          0.115808        0.9053          41.432          1.25414         
W1013   2100.28         2283.4          0.108621        0.919802        38.4646         2.9481          
W1014   2099.76         2293.08         0.122949        0.915692        52.7289         4.70476         
W1015   2099.18         2299.38         0.119491        0.912935        42.7136         1.317           
W1016   2098.56         2273.34         0.117211        0.923115        95.2105         1.15551         
W1017   2097.88         2294.44         0.118408        0.914332        62.901          2.37938         
W1018           2097.15         2284.4          0.918033        94.4398         1.15859         
W1019           2096.37         2532.68         0.827727        103.674         0.918362        
W1020   2095.54         2563.42         0.11518         0.817481        62.2448         0.451904        
W1021           2094.87         2226.67         0.94081         287.46          1               
W1022   2095.7          2338.29         0.125871        0.896251        63.6093         4.70183         
W1023   2096.48         2255.71         0.118874        0.929409        116.646         1.53532         
W1024   2097.21         2321.96         0.121709        0.903205        23.3507         2.97696         
W1025   2097.88         2310.05         0.1284          0.908154        70.1596         1.73373         
W1026   2098.51         2295.85         0.126177        0.914043        42.4401         0.831854        
W1027   2099.08         2343.93         0.130432        0.89554         33.2242         2.30689         
W1028   2099.6          2288.87         0.124516        0.917308        46.1649         0.322669        
W1029   2100.07         2321.81         0.120426        0.904496        18.0171         0.901452        
W1030   2100.49         2296.47         0.123663        0.914659        56.7774         2.13171         
W1031   2100.86         2302.33         0.120769        0.912489        39.6225         0.914942        
W1032   2101.17         2301.13         0.126818        0.913105        69.0072         0.625709        
W1033   2101.43         2304.85         0.134023        0.911742        65.7595         2.20741         
W1034   2101.64         2323.08         0.127561        0.904677        57.5012         3.48026         
W1035   2101.8          2295.99         0.120032        0.91542         67.0545         0.915617        
W1036   2101.9          2284.7          0.113795        0.919989        57.109          4.93767         
W1037   2101.95         2326.53         0.128254        0.903472        52.7843         0.392154        
W1038   2101.95         2318.21         0.125706        0.906714        45.1258         2.18427         
W1039   2101.9          2337.35         0.131891        0.899266        41.6866         0.353301        
W1040   2101.8          2307.92         0.129962        0.910691        50.9807         0.20834         
W1041   2101.64         2335.5          0.148457        0.899869        54.4996         2.64488         
W1042   2101.43         2312.37         0.125832        0.908776        58.854          1.59289         
W1043   2101.17         2313.92         0.116881        0.908057        48.2879         0.139356        
W1044   2100.86         2294.73         0.126961        0.915512        59.7694         4.33838         
W1045   2100.49         2294.65         0.117203        0.915385        45.1764         1.17778         
W1046   2100.07         2307.21         0.122702        0.910222        41.4854         3.63223         
W1047   2099.6          2311.81         0.144818        0.908209        63.2362         2.23756         
W1048   2099.08         2344.22         0.146693        0.895428        90.4995         0.313519        
W1049   2098.51         2346.14         0.12862         0.894451        15.0403         0.842081        
W1050   2097.88         2289.28         0.120904        0.916395        49.843          1.17561         
W1051   2097.21         2308.23         0.118683        0.908578        14.9745         2.88183         
W1052           2096.48         2273.54         0.922123        79.5968         0.772489        
W1053   2095.7          2361.08         0.134943        0.887602        9.05733         0.509506        
W1054   2094.87         2418.35         0.148741        0.866238        50.8334         3.46286         
W1055   2094.15         1763.59         0.0967016       1.18744         29.2774         1.85892         
W1056   2094.98         2380.27         0.135911        0.880143        8.19598         0.414575        
W1057           2095.75         2273.14         0.921963        118.058         1.06365         
W1058           2096.48         2259.26         0.927948        94.5266         1.14149         
W1059   2097.15         2288.05         0.12129         0.91657         38.0019         1.20014         
W1060   2097.78         2347.05         0.111784        0.893793        83.5216         1.8365          
W1061   2098.35         2288.82         0.130626        0.916782        67.5029         1.65104         
W1062   2098.87         2385.94         0.130826        0.879683        72.0069         2.14179         
W1063   2099.34         2291.73         0.125953        0.916053        54.2374         1.41342         
W1064   2099.76         2293.33         0.123774        0.915594        36.9641         0.259583        
W1065   2100.13         2344.18         0.126489        0.895887        20.6651         5.84846         
W1066   2100.44         2293.03         0.125612        0.916011        53.5414         0.731687        
W1067   2100.7          2305.6          0.120554        0.911131        34.1135         2.85288         
W1068   2100.91         2299.76         0.132434        0.913533        48.4601         0.667391        
W1069   2101.07         2292.72         0.115636        0.916407        32.999          0.416019        
W1070   2101.17         2300.05         0.11874         0.913534        55.8922         1.70998         
W1071   2101.22         2313.6          0.131903        0.908205        49.0333         2.28763         
W1072   2101.22         2305.38         0.129764        0.911444        51.5325         1.53078         
W1073   2101.17         2311.55         0.132642        0.908986        51.8109         2.7225          
W1074   2101.07         2311.98         0.118166        0.908775        54.3267         0.76826         
W1075   2100.91         2309.32         0.132065        0.909751        25.4312         0.262631        
W1076   2100.7          2286.16         0.123285        0.918876        47.7847         0.336622        
W1077   2100.44         2328.93         0.145707        0.901892        28.8557         3.628           
W1078   2100.13         2295.93         0.121174        0.914718        70.4544         1.55284         
W1079   2099.76         2278.06         0.130395        0.921731        61.356          0.853674        
W1080   2099.34         2304.49         0.123768        0.91098         31.7241         0.608941        
W1081   2098.87         2305.78         0.133871        0.910268        41.5104         1.29302         
W1082   2098.35         2300.91         0.128678        0.911967        61.127          1.28058         
W1083   2097.78         2318.16         0.129155        0.904933        35.4368         1.11589         
W1084   2097.15         2299.62         0.128399        0.911957        35.7866         1.21164         
W1085   2096.48         2243.56         0.126037        0.934443        95.6614         1.03535         
W1086           2095.75         2293.65         0.91372         109.072         0.532942        
W1087   2094.98         2322.4          0.134498        0.902074        31.6832         0.218297        
W1088   2094.15         2297.4          0.135069        0.911528        19.9272         0.522376        
W1089   2093.37         2089.92         0.136479        1.00165         1.29866         8.75463e-07     
W1090           2094.2          2340.67         0.894702        56.9756         1               
W1091   2094.98         15210.5         0.134674        0.5             200             1.92269         
W1092           2095.7          2252.86         0.930241        88.6912         1               
W1093   2096.38         2323.91         0.164043        0.902089        37.8787         1.92687         
W1094   2097            2305.83         0.174735        0.909433        42.1399         0.771742        
W1095   2097.57         2313.09         0.170936        0.906829        39.2715         2.8991          
W1096   2098.09         2305.52         0.168884        0.910029        32.0813         1.2036          
W1097   2098.56         2300.75         0.136981        0.912119        31.8585         0.999205        
W1098   2098.98         2299.49         0.116326        0.912802        74.581          0.42312         
W1099   2099.34         2308.67         0.12979         0.909332        36.3396         0.538678        
W1100   2099.66         2436.79         0.127524        0.86165         90.8147         1.9784          
W1101   2099.92         2282.94         0.125466        0.919832        48.4535         1.94875         
W1102   2100.13         2308.41         0.125813        0.90977         41.4917         1.78585         
W1103   2100.28         2305.12         0.126416        0.911139        50.5999         0.304019        
W1104   2100.39         2349.43         0.127808        0.893999        37.8118         2.31165         
W1105   2100.44         2327.85         0.128709        0.902309        72.5548         1.2494          
W1106   2100.44         2347.49         0.141466        0.89476         44.1854         1.70967         
W1107   2100.39         2370.07         0.129408        0.886215        34.824          3.5308          
W1108   2100.28         2337.57         0.146949        0.898489        50.3115         2.01238         
W1109   2100.13         2304.43         0.127641        0.911345        47.8227         1.14557         
W1110   2099.92         2330.4          0.135594        0.901099        39.64           1.40307         
W1111   2099.66         2309.01         0.127014        0.909334        89.1297         2.07895         
W1112   2099.34         2297.71         0.119809        0.913667        68.9915         0.143076        
W1113   2098.98         2329.77         0.125467        0.900938        19.7504         4.4779          
W1114   2098.56         2312.43         0.135001        0.907514        37.0189         0.851906        
W1115   2098.09         2305.8          0.121066        0.909918        60.7423         1.59496         
W1116   2097.57         2285.47         0.119596        0.917784        52.3894         2.69229         
W1117           2097            2305.69         0.909488        50.3911         1.18958         
W1118           2096.38         2270.76         0.923206        97.4565         1.36569         
W1119   2095.7          2114.37         0.129888        0.991173        9.69909         2.43427         
W1120   2094.98         1553.37         0.0597958       1.34867         36.5876         3.33957         
W1121           2094.2          2333.47         0.897463        59.7522         0.315644        
W1122   2093.37         2262.98         0.128107        0.925052        25.6732         1.60545         
W1125   2094.15         2490.2          0.152684        0.840958        1.51536         2.50831e-06     
W1126   2094.87         2346.24         0.175128        0.892864        34.7157         3.67943         
W1127   2095.55         2130.12         0.177056        0.983768        1.58653         2.04261e-06     
W1128   2096.17         2040            0.12202         1.02753         6.01692         3.80441e-05     
W1129   2096.74         2524.33         0.175017        0.830615        9.39702         2.52029         
W1130   2097.26         2364.56         0.16832         0.886955        38.9136         3.3581          
W1131   2097.73         2320.93         0.155013        0.903831        34.5667         2.94137         
W1132   2098.15         2316.26         0.149014        0.905835        109.329         2.43281         
W1133   2098.51         2329.23         0.148126        0.900946        54.4208         2.30996         
W1134           2098.82         2315.16         0.906557        108.59          0.908263        
W1135   2099.08         2389.02         0.134743        0.87864         20.8069         3.35443         
W1136   2099.29         2332.26         0.144296        0.90011         42.2579         1.03774         
W1137   2099.45         2291.04         0.12658         0.916374        48.1827         0.23185         
W1138   2099.55         2346.32         0.150402        0.894829        33.9682         2.07897         
W1139   2099.61         2380.76         0.146917        0.881907        32.1669         1.15359         
W1140   2099.61         2389.13         0.15652         0.878817        38.9821         1.34047         
W1141   2099.55         2192.82         0.117989        0.957468        42.3242         1.94684         
W1142   2099.45         2392.37         0.146369        0.877561        36.3363         1.15881         
W1143   2099.29         2437.61         0.134255        0.861211        36.6023         1.2494          
W1144   2099.08         2293.05         0.120973        0.915411        42.8703         0.379089        
W1145   2098.82         2275.79         0.126944        0.922241        111.538         0.779846        
W1146   2098.51         2320.72         0.129899        0.904252        41.6268         0.0891879       
W1147   2098.15         2323            0.131007        0.903205        36.4706         0.528396        
W1148   2097.73         2313.26         0.125869        0.906829        35.005          2.97098         
W1149   2097.26         2306.49         0.157461        0.909286        70.4707         1.25857         
W1150   2096.74         2324.01         0.163942        0.90221         28.5426         2.66898         
W1151   2096.17         2381.8          0.142146        0.88008         9.41808         4.23375         
W1152           2095.55         2300.72         0.910823        89.155          0.523355        
W1153   2094.87         2402.57         0.155188        0.871932        8.76306         1.45011         
W1154   2094.15         2299.84         0.143963        0.910565        5.82668         0.466298        
W1155   2093.37         2016.81         0.136085        1.03797         55.8434         1.20991         
W1156   2092.55         2292.84         0.130609        0.912644        3.53566         1.6489e-05      
